Timestep,Person,Nationality,Gender,X_Coord,Y_Coord,Target
0,210,African,male,1,-6,0
0,211,German,male,2,4,0
0,212,American,female,1,-5,0
0,213,Indian,male,1,3,0
0,214,Indian,female,1,-1,0
0,215,German,female,3,1,0
0,216,American,male,3,5,0
0,217,African,male,2,-2,0
0,218,Chinese,female,1,-5,0
0,219,American,male,1,1,0
0,220,Chinese,male,2,-1,0
0,221,Chinese,female,1,5,0
0,222,Chinese,male,2,5,0
0,223,American,male,2,-6,0
0,224,African,male,3,8,0
0,225,Chinese,male,2,-1,0
0,226,American,male,3,3,0
0,227,Indian,male,2,4,0
0,228,African,male,3,2,0
0,229,African,female,1,5,0
0,230,African,male,1,-5,0
0,231,Chinese,female,1,-4,0
0,232,Indian,female,1,6,0
0,233,African,female,3,8,0
0,234,African,male,1,3,0
0,235,African,female,1,1,0
0,236,African,female,3,-2,0
0,237,German,female,1,5,0
0,238,Indian,female,2,5,0
0,239,African,female,2,6,0
0,240,Chinese,female,2,7,0
0,241,Indian,male,2,-6,0
0,242,Chinese,male,3,-6,0
0,243,German,male,3,-3,0
0,244,German,female,2,4,0
0,245,African,male,3,-2,0
0,246,African,female,1,3,0
0,247,Indian,female,1,5,0
0,248,African,male,2,-4,0
0,249,African,female,2,6,0
0,250,German,male,3,-4,0
0,251,African,female,2,7,0
0,252,German,male,1,4,0
0,253,Chinese,male,1,3,0
0,254,Indian,male,1,-2,0
0,255,Chinese,female,2,4,0
0,256,Indian,female,3,6,0
0,257,African,male,3,-2,0
0,258,American,female,3,2,0
0,259,Indian,female,3,1,0
0,260,American,male,2,7,0
0,261,German,female,3,5,0
0,262,Indian,male,2,6,0
0,263,Chinese,female,1,1,0
0,264,German,female,1,8,0
0,265,German,female,2,5,0
0,266,German,male,1,4,0
0,267,Indian,male,1,8,0
0,268,American,female,3,-6,0
0,269,African,female,1,-5,0
0,270,African,female,1,1,0
0,271,American,male,1,4,0
0,272,Indian,male,2,7,0
0,273,German,female,1,2,0
0,274,Indian,female,3,8,0
0,275,African,male,3,-4,0
0,276,American,male,1,-5,0
0,277,African,female,1,-6,0
0,278,Chinese,male,3,-6,0
0,279,Chinese,male,3,-2,0
0,280,German,male,2,6,0
0,281,Chinese,male,1,6,0
0,282,African,male,2,-3,0
0,283,German,female,2,-6,0
0,284,Indian,female,1,-1,0
0,285,Indian,female,3,-4,0
0,286,Indian,male,1,-3,0
0,287,African,male,2,2,0
0,288,American,male,3,4,0
0,289,Chinese,male,2,5,0
0,290,African,male,2,3,0
0,291,Chinese,male,1,-4,0
0,292,African,male,1,7,0
0,293,American,male,3,3,0
0,294,African,female,3,4,0
0,295,American,female,3,-6,0
0,296,German,female,3,3,0
0,297,Indian,female,3,6,0
0,298,Indian,male,3,-4,0
0,299,Chinese,male,1,2,0
0,300,German,male,2,-2,0
0,301,Chinese,female,1,5,0
0,302,Chinese,male,1,-1,0
0,303,Chinese,male,1,-2,0
0,304,Chinese,male,1,8,0
0,305,African,female,2,3,0
0,306,Indian,male,1,8,0
0,307,German,male,2,5,0
0,308,Chinese,male,1,1,0
0,309,African,male,2,7,0
0,310,African,male,1,-1,0
0,311,African,male,3,5,0
0,312,Indian,female,1,-2,0
0,313,Indian,male,3,5,0
0,314,German,male,3,3,0
0,315,African,male,3,-6,0
0,316,Chinese,male,2,-2,0
0,317,German,female,3,-2,0
0,318,Chinese,male,2,5,0
0,319,German,male,3,-4,0
0,320,Chinese,male,2,4,0
0,321,Chinese,male,1,8,0
0,322,German,male,3,-5,0
0,323,African,female,2,3,0
0,324,American,female,3,6,0
0,325,American,female,2,-3,0
0,326,German,female,3,8,0
0,327,Chinese,male,2,7,0
0,328,African,female,3,4,0
0,329,African,female,2,4,0
0,330,American,male,2,4,0
0,331,Chinese,female,1,1,0
0,332,African,male,2,2,0
0,333,Chinese,female,2,1,0
0,334,German,female,1,5,0
0,335,Chinese,male,1,-5,0
0,336,Chinese,female,3,1,0
0,337,African,female,2,8,0
0,338,African,female,1,1,0
0,339,Chinese,female,1,8,0
0,340,Chinese,male,1,7,0
0,341,Chinese,female,3,4,0
0,342,African,female,1,-2,0
0,343,Chinese,male,1,-6,0
0,344,American,male,3,4,0
0,345,American,male,1,7,0
0,346,Indian,female,3,5,0
0,347,Chinese,female,1,-1,0
0,348,German,female,1,5,0
0,349,American,female,3,-4,0
0,350,Indian,male,3,2,0
0,351,Indian,male,1,7,0
0,352,German,male,2,1,0
0,353,African,male,1,-1,0
0,354,German,male,1,-1,0
0,355,Chinese,female,3,8,0
0,356,German,female,2,8,0
0,357,African,female,1,1,0
0,358,American,male,2,8,0
0,359,German,female,1,-1,0
0,360,Chinese,male,1,-4,0
0,361,Indian,female,2,5,0
0,362,German,female,3,-5,0
0,363,Chinese,female,1,3,0
0,364,Indian,female,2,-2,0
0,365,Chinese,male,2,6,0
0,366,German,female,2,7,0
0,367,American,female,1,3,0
0,368,African,male,3,-1,0
0,369,German,female,2,7,0
0,370,Indian,male,2,-4,0
0,371,Chinese,male,2,-6,0
0,372,German,male,2,-1,0
0,373,African,male,1,5,0
0,374,African,female,3,-5,0
0,375,African,male,1,5,0
0,376,Chinese,male,2,-2,0
0,377,German,male,1,1,0
0,378,Indian,female,2,6,0
0,379,American,female,2,-5,0
0,380,Chinese,female,2,1,0
0,381,German,male,2,-5,0
0,382,African,male,3,-3,0
0,383,Chinese,female,2,5,0
0,384,African,male,1,3,0
0,385,German,female,3,5,0
0,386,American,female,2,-4,0
0,387,Chinese,female,3,-3,0
0,388,African,female,1,4,0
0,389,Chinese,female,1,-6,0
0,390,Chinese,male,1,6,0
0,391,African,female,1,-5,0
0,392,German,male,1,-5,0
0,393,German,male,2,8,0
0,394,Indian,male,2,2,0
0,395,Chinese,female,2,1,0
0,396,African,female,1,-1,0
0,397,Chinese,female,2,2,0
0,398,American,male,1,-3,0
0,399,Indian,male,1,-5,0
0,400,German,female,2,-4,0
1,1,German,female,4,-8,0
1,2,American,male,5,11,0
1,3,Indian,male,2,-8,0
1,4,African,male,3,-4,0
1,5,Indian,male,2,2,0
1,6,American,male,3,8,0
1,7,German,male,3,-1,0
1,8,Indian,female,4,2,0
1,9,American,female,5,-5,0
1,10,African,male,4,-12,0
1,11,Chinese,male,3,-8,0
1,12,American,female,3,15,0
1,13,Indian,female,4,15,0
1,14,German,female,2,2,0
1,15,Chinese,female,6,-7,0
1,16,German,female,4,1,0
1,17,African,female,6,-7,0
1,18,Indian,male,6,-3,0
1,19,Indian,female,5,5,0
1,20,German,male,6,8,0
1,21,Indian,female,3,5,0
1,22,German,male,4,-1,0
1,23,Indian,male,5,0,0
1,24,American,female,4,-1,0
1,25,German,male,3,5,0
1,26,Chinese,female,3,-4,0
1,27,American,male,3,-6,0
1,28,German,male,3,-1,0
1,29,Chinese,female,5,7,0
1,30,African,female,3,13,0
1,31,American,female,2,-8,0
1,32,Indian,male,4,10,0
1,33,Chinese,male,3,11,0
1,34,German,male,3,-6,0
1,35,Indian,female,4,15,0
1,36,Chinese,female,4,3,0
1,37,German,female,2,1,0
1,38,Indian,male,4,-7,0
1,39,Indian,male,5,8,0
1,40,American,male,4,15,0
1,41,African,male,4,7,0
1,42,American,male,4,-4,0
1,43,German,male,3,-3,0
1,44,Chinese,male,3,2,0
1,45,African,female,4,1,0
1,46,American,female,4,8,0
1,47,German,female,3,5,0
1,48,African,female,4,7,0
1,49,Indian,male,4,-1,0
1,50,American,female,2,3,0
1,51,American,female,5,-1,0
1,52,American,female,4,2,0
1,53,German,female,3,-2,0
1,54,Chinese,female,2,-3,0
1,55,American,male,3,13,0
1,56,Indian,male,3,1,0
1,57,Chinese,female,4,8,0
1,58,German,male,3,12,0
1,59,Chinese,female,4,0,0
1,60,Indian,female,5,1,0
1,61,German,male,5,2,0
1,62,Indian,male,4,-8,0
1,63,Indian,female,4,-5,0
1,64,African,female,4,6,0
1,65,American,male,4,5,0
1,66,American,female,6,-7,0
1,67,German,female,4,9,0
1,68,African,female,6,2,0
1,69,American,male,4,5,0
1,70,German,male,3,7,0
1,71,American,male,5,3,0
1,72,Indian,male,6,7,0
1,73,German,male,2,0,0
1,74,German,female,2,-4,0
1,75,Chinese,male,3,-11,0
1,76,Chinese,male,4,5,0
1,77,German,female,3,5,0
1,78,African,female,3,6,0
1,79,Indian,male,5,4,0
1,80,German,male,4,6,0
1,81,Chinese,male,3,2,0
1,82,American,male,4,-1,0
1,83,Chinese,female,4,1,0
1,84,Chinese,male,5,-3,0
1,85,American,male,5,-3,0
1,86,Indian,female,3,-3,0
1,87,African,male,3,-3,0
1,88,African,female,3,4,0
1,89,American,female,5,7,0
1,90,Chinese,female,4,0,0
1,91,Indian,male,3,7,0
1,92,American,female,4,4,0
1,93,African,male,5,-7,0
1,94,American,female,3,-1,0
1,95,African,female,4,2,0
1,96,Chinese,female,4,-1,0
1,97,Chinese,female,6,5,0
1,98,African,female,4,-10,0
1,99,German,female,4,-2,0
1,100,Indian,male,3,-1,0
1,101,German,female,4,10,0
1,102,American,male,3,5,0
1,103,Chinese,male,3,3,0
1,104,German,male,5,10,0
1,105,Indian,female,5,12,0
1,106,African,female,3,4,0
1,107,Chinese,male,2,2,0
1,108,Indian,female,5,0,0
1,109,African,male,3,0,0
1,110,Indian,female,5,-1,0
1,111,German,female,5,-2,0
1,112,German,female,5,4,0
1,113,Chinese,male,4,1,0
1,114,American,female,4,1,0
1,115,Chinese,female,3,-3,0
1,116,Indian,male,2,6,0
1,117,African,female,3,0,0
1,118,American,male,5,1,0
1,119,German,female,3,6,0
1,120,Indian,female,5,4,0
1,121,German,female,4,12,0
1,122,Chinese,male,4,4,0
1,123,American,male,4,-9,0
1,124,African,female,3,13,0
1,125,Indian,male,5,0,0
1,126,American,male,2,-8,0
1,127,African,male,4,1,0
1,128,German,male,4,6,0
1,129,Indian,female,5,-11,0
1,130,American,female,4,5,0
1,131,American,male,3,6,0
1,132,American,female,3,-4,0
1,133,Indian,male,5,9,0
1,134,American,male,3,5,0
1,135,German,male,4,2,0
1,136,German,male,2,11,0
1,137,Indian,female,4,-2,0
1,138,Chinese,female,2,4,0
1,139,German,male,4,16,0
1,140,African,female,5,14,0
1,141,Chinese,male,4,0,0
1,142,Chinese,male,5,-2,0
1,143,African,female,6,0,0
1,144,German,female,5,5,0
1,145,Indian,female,3,7,0
1,146,Chinese,female,3,3,0
1,147,Chinese,female,3,-11,0
1,148,African,male,6,0,0
1,149,Chinese,female,5,6,0
1,150,Indian,male,2,11,0
1,151,Chinese,male,2,2,0
1,152,German,female,4,-1,0
1,153,Chinese,female,6,-9,0
1,154,African,male,3,7,0
1,155,American,male,6,-11,0
1,156,Chinese,female,6,3,0
1,157,Indian,female,4,5,0
1,158,American,female,4,9,0
1,159,Chinese,male,5,10,0
1,160,Indian,male,5,14,0
1,161,Chinese,female,3,-7,0
1,162,African,female,4,3,0
1,163,Chinese,male,4,14,0
1,164,Chinese,male,3,6,0
1,165,German,female,5,0,0
1,166,German,female,2,-8,0
1,167,African,male,6,-1,0
1,168,German,male,3,-3,0
1,169,Indian,male,3,7,0
1,170,Chinese,female,2,0,0
1,171,American,male,6,3,0
1,172,American,female,4,-10,0
1,173,American,female,5,0,0
1,174,American,male,6,-7,0
1,175,African,male,4,6,0
1,176,Indian,male,3,5,0
1,177,German,male,5,1,0
1,178,German,female,3,6,0
1,179,Indian,female,6,0,0
1,180,African,male,5,-8,0
1,181,American,male,6,13,0
1,182,American,female,4,2,0
1,183,German,female,3,9,0
1,184,African,male,4,7,0
1,185,German,female,3,-10,0
1,186,American,male,3,4,0
1,187,Indian,male,3,5,0
1,188,African,female,5,1,0
1,189,German,female,6,5,0
1,190,German,male,3,9,0
1,191,American,male,4,2,0
1,192,Indian,female,6,-7,0
1,193,Indian,female,6,10,0
1,194,American,male,5,11,0
1,195,Chinese,female,4,-1,0
1,196,Indian,female,5,4,0
1,197,Chinese,female,3,10,0
1,198,Chinese,female,4,3,0
1,199,African,female,4,-8,0
1,200,African,male,3,0,0
1,201,African,female,5,-10,0
1,202,Indian,female,3,4,0
1,203,Indian,female,4,1,0
1,204,Chinese,male,5,-8,0
1,205,Indian,female,4,15,0
1,206,Indian,female,3,14,0
1,207,American,male,3,-8,0
1,208,American,male,5,-7,0
1,209,American,male,5,5,0
1,210,African,male,4,-8,0
1,211,German,male,3,7,0
1,212,American,female,3,-4,0
1,213,Indian,male,3,-2,0
1,214,Indian,female,2,5,0
1,215,German,female,5,4,0
1,216,American,male,6,9,0
1,217,African,male,4,1,0
1,218,Chinese,female,2,1,0
1,219,American,male,2,-2,0
1,220,Chinese,male,4,-2,0
1,221,Chinese,female,4,6,0
1,222,Chinese,male,5,-1,0
1,223,American,male,3,2,0
1,224,African,male,4,14,0
1,225,Chinese,male,5,7,0
1,226,American,male,6,5,0
1,227,Indian,male,5,8,0
1,228,African,male,6,5,0
1,229,African,female,2,12,0
1,230,African,male,4,-10,0
1,231,Chinese,female,4,-8,0
1,232,Indian,female,2,2,0
1,233,African,female,5,2,0
1,234,African,male,2,0,0
1,235,African,female,3,5,0
1,236,African,female,6,-6,0
1,237,German,female,2,11,0
1,238,Indian,female,4,0,0
1,239,African,female,3,2,0
1,240,Chinese,female,5,13,0
1,241,Indian,male,5,-3,0
1,242,Chinese,male,4,-11,0
1,243,German,male,6,1,0
1,244,German,female,4,7,0
1,245,African,male,6,-8,0
1,246,African,female,2,-1,0
1,247,Indian,female,4,3,0
1,248,African,male,4,-1,0
1,249,African,female,4,13,0
1,250,German,male,5,-1,0
1,251,African,female,3,8,0
1,252,German,male,2,12,0
1,253,Chinese,male,2,4,0
1,254,Indian,male,2,-7,0
1,255,Chinese,female,5,1,0
1,256,Indian,female,6,5,0
1,257,African,male,6,-1,0
1,258,American,female,4,9,0
1,259,Indian,female,5,0,0
1,260,American,male,3,2,0
1,261,German,female,4,11,0
1,262,Indian,male,3,0,0
1,263,Chinese,female,3,8,0
1,264,German,female,2,6,0
1,265,German,female,4,12,0
1,266,German,male,3,2,0
1,267,Indian,male,4,5,0
1,268,American,female,6,-10,0
1,269,African,female,3,-3,0
1,270,African,female,2,7,0
1,271,American,male,3,1,0
1,272,Indian,male,4,15,0
1,273,German,female,2,-3,0
1,274,Indian,female,5,11,0
1,275,African,male,4,-7,0
1,276,American,male,4,0,0
1,277,African,female,2,-1,0
1,278,Chinese,male,5,-4,0
1,279,Chinese,male,4,-4,0
1,280,German,male,3,12,0
1,281,Chinese,male,4,8,0
1,282,African,male,3,2,0
1,283,German,female,4,-7,0
1,284,Indian,female,3,-4,0
1,285,Indian,female,4,-6,0
1,286,Indian,male,3,5,0
1,287,African,male,3,6,0
1,288,American,male,6,-1,0
1,289,Chinese,male,3,10,0
1,290,African,male,4,5,0
1,291,Chinese,male,4,-5,0
1,292,African,male,4,1,0
1,293,American,male,4,-1,0
1,294,African,female,4,10,0
1,295,American,female,6,-11,0
1,296,German,female,5,10,0
1,297,Indian,female,4,0,0
1,298,Indian,male,5,-8,0
1,299,Chinese,male,2,0,0
1,300,German,male,5,1,0
1,301,Chinese,female,4,7,0
1,302,Chinese,male,3,-5,0
1,303,Chinese,male,3,-4,0
1,304,Chinese,male,4,5,0
1,305,African,female,5,4,0
1,306,Indian,male,4,2,0
1,307,German,male,5,9,0
1,308,Chinese,male,4,-4,0
1,309,African,male,4,8,0
1,310,African,male,2,-3,0
1,311,African,male,5,2,0
1,312,Indian,female,4,1,0
1,313,Indian,male,5,7,0
1,314,German,male,6,8,0
1,315,African,male,6,-5,0
1,316,Chinese,male,3,6,0
1,317,German,female,5,3,0
1,318,Chinese,male,5,11,0
1,319,German,male,5,-9,0
1,320,Chinese,male,3,10,0
1,321,Chinese,male,4,14,0
1,322,German,male,6,-10,0
1,323,African,female,5,11,0
1,324,American,female,5,11,0
1,325,American,female,5,-2,0
1,326,German,female,5,10,0
1,327,Chinese,male,3,6,0
1,328,African,female,5,11,0
1,329,African,female,3,3,0
1,330,American,male,4,5,0
1,331,Chinese,female,3,5,0
1,332,African,male,5,-3,0
1,333,Chinese,female,3,-1,0
1,334,German,female,3,2,0
1,335,Chinese,male,3,-6,0
1,336,Chinese,female,6,-1,0
1,337,African,female,5,15,0
1,338,African,female,3,-2,0
1,339,Chinese,female,3,13,0
1,340,Chinese,male,4,1,0
1,341,Chinese,female,4,3,0
1,342,African,female,2,-6,0
1,343,Chinese,male,2,2,0
1,344,American,male,5,9,0
1,345,American,male,4,8,0
1,346,Indian,female,5,1,0
1,347,Chinese,female,4,4,0
1,348,German,female,4,-1,0
1,349,American,female,5,-9,0
1,350,Indian,male,4,-4,0
1,351,Indian,male,4,15,0
1,352,German,male,3,7,0
1,353,African,male,4,7,0
1,354,German,male,3,3,0
1,355,Chinese,female,5,13,0
1,356,German,female,4,5,0
1,357,African,female,2,5,0
1,358,American,male,3,7,0
1,359,German,female,2,-4,0
1,360,Chinese,male,2,-2,0
1,361,Indian,female,3,4,0
1,362,German,female,6,-1,0
1,363,Chinese,female,2,0,0
1,364,Indian,female,5,4,0
1,365,Chinese,male,5,8,0
1,366,German,female,5,9,0
1,367,American,female,4,6,0
1,368,African,male,4,-6,0
1,369,German,female,4,4,0
1,370,Indian,male,5,3,0
1,371,Chinese,male,3,-5,0
1,372,German,male,4,6,0
1,373,African,male,2,8,0
1,374,African,female,6,-7,0
1,375,African,male,4,11,0
1,376,Chinese,male,5,0,0
1,377,German,male,4,-2,0
1,378,Indian,female,5,2,0
1,379,American,female,4,-3,0
1,380,Chinese,female,3,6,0
1,381,German,male,3,1,0
1,382,African,male,4,1,0
1,383,Chinese,female,3,9,0
1,384,African,male,4,4,0
1,385,German,female,4,9,0
1,386,American,female,3,-6,0
1,387,Chinese,female,4,4,0
1,388,African,female,2,-1,0
1,389,Chinese,female,3,-2,0
1,390,Chinese,male,2,4,0
1,391,African,female,3,-9,0
1,392,German,male,2,-9,0
1,393,German,male,4,11,0
1,394,Indian,male,3,6,0
1,395,Chinese,female,4,3,0
1,396,African,female,3,7,0
1,397,Chinese,female,5,10,0
1,398,American,male,4,-5,0
1,399,Indian,male,2,2,0
1,400,German,female,5,-9,0
2,1,German,female,7,-14,0
2,2,American,male,8,9,0
2,3,Indian,male,4,-5,0
2,4,African,male,5,-3,0
2,5,Indian,male,5,-4,0
2,6,American,male,5,9,0
2,7,German,male,4,-4,0
2,8,Indian,female,6,-4,0
2,9,American,female,8,-9,0
2,10,African,male,5,-8,0
2,11,Chinese,male,4,-6,0
2,12,American,female,4,17,0
2,13,Indian,female,7,19,0
2,14,German,female,3,10,0
2,15,Chinese,female,8,-2,0
2,16,German,female,5,0,0
2,17,African,female,9,-10,0
2,18,Indian,male,8,-8,0
2,19,Indian,female,8,3,0
2,20,German,male,8,6,0
2,21,Indian,female,4,9,0
2,22,German,male,6,7,0
2,23,Indian,male,7,6,0
2,24,American,female,6,-3,0
2,25,German,male,6,-1,0
2,26,Chinese,female,4,-8,0
2,27,American,male,4,-5,0
2,28,German,male,6,0,0
2,29,Chinese,female,6,5,0
2,30,African,female,6,19,0
2,31,American,female,3,-3,0
2,32,Indian,male,7,18,0
2,33,Chinese,male,5,9,0
2,34,German,male,6,-3,0
2,35,Indian,female,7,19,0
2,36,Chinese,female,6,7,0
2,37,German,female,4,0,0
2,38,Indian,male,5,-1,0
2,39,Indian,male,8,3,0
2,40,American,male,7,18,0
2,41,African,male,5,9,0
2,42,American,male,5,-3,0
2,43,German,male,6,0,0
2,44,Chinese,male,6,0,0
2,45,African,female,5,4,0
2,46,American,female,7,12,0
2,47,German,female,6,6,0
2,48,African,female,7,3,0
2,49,Indian,male,5,3,0
2,50,American,female,3,5,0
2,51,American,female,8,-4,0
2,52,American,female,7,10,0
2,53,German,female,4,-3,0
2,54,Chinese,female,4,2,0
2,55,American,male,4,8,0
2,56,Indian,male,5,-1,0
2,57,Chinese,female,6,7,0
2,58,German,male,6,15,0
2,59,Chinese,female,6,-3,0
2,60,Indian,female,8,2,0
2,61,German,male,7,-1,0
2,62,Indian,male,5,-9,0
2,63,Indian,female,6,-6,0
2,64,African,female,5,7,0
2,65,American,male,7,8,0
2,66,American,female,7,-12,0
2,67,German,female,5,16,0
2,68,African,female,9,-3,0
2,69,American,male,6,6,0
2,70,German,male,6,2,0
2,71,American,male,8,-1,0
2,72,Indian,male,7,11,0
2,73,German,male,3,3,0
2,74,German,female,5,3,0
2,75,Chinese,male,5,-15,0
2,76,Chinese,male,7,9,0
2,77,German,female,4,3,0
2,78,African,female,6,4,0
2,79,Indian,male,6,2,0
2,80,German,male,7,13,0
2,81,Chinese,male,6,0,0
2,82,American,male,6,2,0
2,83,Chinese,female,5,8,0
2,84,Chinese,male,7,-6,0
2,85,American,male,6,-6,0
2,86,Indian,female,4,-1,0
2,87,African,male,6,-7,0
2,88,African,female,4,12,0
2,89,American,female,7,3,0
2,90,Chinese,female,6,-5,0
2,91,Indian,male,4,12,0
2,92,American,female,6,8,0
2,93,African,male,8,1,0
2,94,American,female,4,-4,0
2,95,African,female,5,-3,0
2,96,Chinese,female,5,4,0
2,97,Chinese,female,8,6,0
2,98,African,female,5,-6,0
2,99,German,female,6,4,0
2,100,Indian,male,6,1,0
2,101,German,female,5,16,0
2,102,American,male,5,11,0
