Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Entity,X_Coord,Y_Coord,loc-id,Step,Label
1071262,1071262,100845,164,37.131193,-121.636981,17bb4214f7eb11dd929f003048c0801e,478,0
1071263,1071263,103258,167,39.712495,-104.999028,e63d729e56954aeb23ba669d2c7a2805,478,0
1071264,1071264,105747,170,32.826501,-97.049307,3dc06daa12811dd9a29003048c0801e,478,0
1071265,1071265,107821,173,40.668719,-111.823008,940b40d6db0711dd9876003048c0801e,478,0
1071266,1071266,108324,174,34.761765,135.49757,b7a8c56e8dda11dea2b2003048c10834,478,0
1071267,1071267,109509,177,38.721806,-121.308189,18118838586011deaa0d003048c10834,478,0
1071269,1071269,113148,180,39.670279,-104.977941,c7d8b2f88e3211dd9ae40030487eb504,478,0
1071272,1071272,118431,189,39.878664,-104.682105,e12721ce84e911dd8019003048c0801e,478,0
1071274,1071274,120753,193,39.891586,-105.068463,b3c3f170d469c2a92938e6cf7cf89ca9e96adb0a,478,0
1071276,1071276,122593,199,39.772087,-104.98153,5ba89ee78e3ddc44b531c85361e5205b17288931,478,0
1071277,1071277,123419,206,37.784489,-122.407415,bac943bc81e711de9736003048c10834,478,0
1071278,1071278,125519,207,33.799245,-117.883934,65820bd28c4211dd90280030487eb504,478,0
1071279,1071279,126991,208,34.014775,-84.18557,d7c5488f0926617038f47b3015c30393,478,0
1071280,1071280,129091,209,29.427381,-98.485272,1fe94dde90dc11dea555003048c0801e,478,0
1071281,1071281,131191,210,37.790365,-122.407186,35c5186308ea505e16a3d67aefc85987,478,0
1071283,1071283,133958,212,33.567468,-101.858774,38992000b01966b8abc75cd346463948,478,0
1071284,1071284,136084,214,40.439607,-80.149878,ad9e6bb8bb4a98e0315cd19c1d00bc08,478,0
1071286,1071286,139046,216,44.052069,-123.086754,7324bc8803dd3917aa14023bf019ead3,478,0
1071288,1071288,141354,218,37.236809,-121.802637,cbf6edb3d6231cbddd256bd48da5eb2e,478,0
1071289,1071289,142419,219,34.052234,-118.243685,ee78cc1ca22411dd9b3d576115a846a7,478,0
1071291,1071291,145715,221,49.833333,7.866667,d8235194a22411ddbb5b3fde05eb5359,478,0
1071292,1071292,146881,222,38.9375,-94.396667,55873753dceef208265856e10728bd7d,478,0
1071293,1071293,148981,223,36.207097,-86.697617,2e16e69ae50711dd8b11003048c10834,478,0
1071294,1071294,151070,225,26.222736,-98.305092,12bde98c0f5a7e060bfba2954416c509,478,0
1071296,1071296,155376,228,37.854411,-122.258284,e6b99d9caed811ddaeaf003048c10834,478,0
1071297,1071297,157476,229,35.732652,-78.850286,ec1a5daaa22411ddb0c0ab16b48fa536,478,0
1071298,1071298,159232,231,42.071045,-72.040899,fa6cbf9cae9511dd8c2b003048c10834,478,0
1071300,1071300,163432,233,30.267153,-97.743061,ecbfba0ca22411ddb71dfb65ad521832,478,0
1071301,1071301,165532,234,36.158887,-86.782056,0b9a2389c63f0cd78e02e46e28614419651256e8,478,0
1071302,1071302,166244,235,40.978744,-73.945185,9555a73f68668376ab718662862142e3,478,0
1071303,1071303,168344,236,38.914528,-77.031772,d591b7de40f011deb402003048c10834,478,0
1071304,1071304,170444,237,40.288564,-80.026621,69709d32d01cef2c77de19554ef661b2,478,0
1071305,1071305,172544,238,37.774929,-122.419415,ee81ef22a22411ddb5e97f082c799f59,478,0
1071306,1071306,174737,241,34.729277,135.488367,98bb56a3585281195b50a0e500e5ff6e,478,1
1071309,1071309,180385,248,51.525469,-0.255581,947ea7bde4897fa93c950ab7a17e306a,478,0
1071310,1071310,182485,249,0.0,0.0,00000000000000000000000000000000,478,0
1071311,1071311,183553,250,35.669923,139.70256,3b0abe5364807d26156222b4cfb33373,478,0
1071312,1071312,185653,251,0.0,0.0,00000000000000000000000000000000,478,0
1071316,1071316,192428,259,34.741821,-86.77463,e60829f0ac2f11ddb88e003048c0801e,478,0
1071317,1071317,194207,262,36.502152,138.229857,2e1fe8d63557538437b31433d34012d9,478,0
1071318,1071318,196307,263,39.743788,-105.031139,55643bf0d7bf02b1cd76abc3de14108d,478,0
1071319,1071319,198407,264,53.467926,-2.233224,e194e938b13511dea75e003048c0801e,478,0
1071320,1071320,200394,267,52.071381,-0.5151,6cb6463a033811de9b03003048c10834,478,0
1071322,1071322,204506,272,5.346092,100.368683,257717d8806e11dd8ae70030487eb504,478,0
1071323,1071323,206999,277,47.252877,-122.444291,eefc1a36a22411dd995df7c888b2f877,478,0
1071324,1071324,209497,279,35.652178,139.544055,30911e338acb689670d6ae5491db56cd,478,0
1071325,1071325,211597,280,38.882579,-76.99495,d059aecaa37f11dd8d5b003048c10834,478,0
1071326,1071326,212771,282,49.359346,7.774801,d68a0350a22411dd8c5b0325c2081ae1,478,0
1071327,1071327,216331,295,33.816067,-84.389876,bd69e9b2c1b411dd97da003048c0801e,478,0
1071328,1071328,217712,297,28.545248,-81.587669,2e7a3b5e11f911deb43a003048c0801e,478,0
1071329,1071329,219407,299,29.894691,-81.314517,eb338b14a22411ddba795f5f72c5bf65,478,0
1071331,1071331,221383,301,38.943768,-94.688414,7ca847882df2c7710a75c7d0b6654e40,478,0
1071333,1071333,225553,317,39.019903,-94.355664,10e944aa8b211ddacc6003048c10834,478,0
1071334,1071334,227785,320,34.713402,-86.673945,80df193ea65e11ddadd1003048c10834,478,0
1071335,1071335,228378,321,34.077229,-118.267685,d0c6708b5ce1ca6f77da6e89e694f3d6,478,0
1071338,1071338,232299,344,19.271142,-155.865796,28ec9b4836b11dd96b4003048c0801e,478,0
1071339,1071339,233683,351,42.041546,-88.060333,b9c499ff4dc402d6d0a84e8766f0a7a5a68de78c,478,0
1071340,1071340,237039,362,37.774929,-122.419415,ee81ef22a22411ddb5e97f082c799f59,478,0
1071341,1071341,237800,364,33.632996,-112.031267,6459a41b4a071a0b411e510fbc00b254dd6a3c78,478,0
1071342,1071342,240671,383,34.435829,-119.827639,ee732bb8a22411ddacd99f5e55916254,478,0
1071343,1071343,241234,385,54.0,-4.0,d111686ea22411ddb366af9e58015f08,478,0
1071344,1071344,242399,386,29.883122,-97.941286,0933f8c45cff8be1393f1b0b87f10c4224db40d2,478,0
1071345,1071345,243182,389,37.765322,-122.431626,fc26a5de092fc615f34b61dd426609e108b1fcf5,478,0
1071346,1071346,245819,418,39.422166,-83.995678,99c401c83e3711dea73b003048c10834,478,0
1071349,1071349,252009,447,50.742246,-3.495157,9ec0415ca6e111dd8b0a003048c0801e,478,0
1071350,1071350,257908,553,39.836653,-105.037205,ee903e42a22411dda467ff8194c6b95d,478,0
1071351,1071351,259083,557,37.774929,-122.419415,ee81ef22a22411ddb5e97f082c799f59,478,0
1071352,1071352,259993,560,41.761418,-88.443686,ed61e11aa22411dd916217029a95864d,478,0
1071354,1071354,263789,568,38.897563,-77.036562,9faa636be8adfe28ca24ad7315ee0e3a0d531a64,478,0
1071355,1071355,265984,570,39.740011,-104.962895,32b8b08e4d058772191278a6c6786f690b998fa2,478,0
1071356,1071356,268923,590,41.911675,-87.634433,ecfd1830622172840ed12fa1d84377ce98ed1baf,478,0
1071357,1071357,270778,620,39.720184,-104.903648,ba028c5b1f5153b6b6039ed132bce688,478,0
1071359,1071359,274978,622,35.768842,-119.247054,ee6f4d36a22411dd8774ffc23f813230,478,0
1071362,1071362,281278,625,29.424122,-98.493628,ecdedfcca22411dd969037a30718c834,478,0
1071365,1071365,283911,628,38.965649,-95.247551,408bcb8326a5ec90d6783e665f2ff5b9,478,0
1071366,1071366,286011,629,41.388787,2.158985,dc7c4f8ea22411dd8fe1ffb698e42551,478,0
1071367,1071367,288111,630,49.346152,7.255268,d81189c8a22411dd9963e7121e8af467,478,0
1071368,1071368,289783,632,29.347352,-98.539886,390ae34a2876f4a7f311ac6227eb46a9,478,0
1071369,1071369,291222,633,28.591636,-81.364694,98bdc3ea761811de87ab003048c0801e,478,0
1071371,1071371,295781,636,38.974931,-94.595037,11ef243a942c11dea555003048c0801e,478,1
1071374,1071374,301205,640,51.508415,-0.125533,d12e8e8aa22411dd90196fa5c210e3cc,478,0
1071376,1071376,304118,642,40.738746,-73.994711,deac46ca7b911dd9507003048c0801e,478,0
1071377,1071377,306163,644,40.714269,-74.005973,ede07eeea22411dda0ef53e233ec57ca,478,0
1071378,1071378,308263,645,52.170215,5.003751,089527dad5ea4f3730783266314cfbaf,478,0
1071380,1071380,310989,647,59.808243,10.483139,d4858924406411de923c003048c0801e,478,0
1071381,1071381,312022,648,25.855936,-80.119869,2cda64aab893788a335b8278b4c9f195,478,0
1071382,1071382,314159,650,33.98988,-118.46326,55c0202452c811de99f3003048c10834,478,0
1071383,1071383,315055,651,43.108893,141.363517,8c938a9299ef3dbeac1024a713cbf3a6,478,0
1071387,1071387,321910,657,43.058161,-87.897967,574402c402d411dea126003048c10834,478,0
1071388,1071388,323688,658,39.108891,-94.582494,894785c7eb211de82e7003048c0801e,478,0
1071389,1071389,324321,659,33.306787,-111.989916,747bc3d84c0b11debf39003048c10834,478,0
1071390,1071390,326459,661,28.454369,-16.25662,fb5a60c2630711debf59003048c10834,478,0
1071392,1071392,329194,666,26.369922,-80.206587,59d814804a4111de9f7b003048c0801e,478,0
1071393,1071393,330699,667,39.74463,-104.8362,daa6c4e29a0d11dd8890003048c10834,478,0
1071394,1071394,331389,668,39.18566,-78.163334,ed220ec8a22411dd8d7393b9f03e40a2,478,0
1071396,1071396,334929,676,36.368921,139.097582,90484646e8411de9b9e003048c10834,478,0
1071397,1071397,335980,677,34.021518,-118.376877,d57596663ccd11deacf5003048c10834,478,0
1071401,1071401,342011,681,37.989511,-1.131853,784b6d2cb67b11dd9e9a003048c10834,478,0
1071403,1071403,343575,685,41.886582,-87.745414,28445e56b18511dd9c52003048c10834,478,0
1071404,1071404,345675,686,35.166667,136.916667,b9ce228ca22411dd8593e31c7289d072,478,0
1071406,1071406,350047,693,31.959437,-81.32806,da8660f4208011deb0cc003048c0801e,478,0
1071407,1071407,351385,703,40.016906,-105.283187,759a107c82e051bd3018e0a2644e9b0c6444258e,478,0
1071408,1071408,353475,705,33.980289,-118.451745,ee7993fea22411dd9741d329709c3807,478,0
1071411,1071411,357002,719,38.956468,-94.723701,2cd912d979b9a12c2ec36c5cba6d2daeb765ddb8,478,0
1071413,1071413,362271,730,47.68196,-122.376762,04596943a0c168e69c2b3dd4406c3d3f19545d24,478,0
1071415,1071415,365854,743,39.972327,-104.757205,fbddce626e111dead47003048c10834,478,0
1071418,1071418,370603,795,34.077606,-118.267713,a17e3aaacb3c11ddaa3c003048c0801e,478,0
1071420,1071420,374089,824,44.476553,-73.214154,16d4f9679eb28dc329dff42d5b8809f45a3b93a6,478,0
1071421,1071421,375428,834,45.058352,7.670135,ba44adbea01f11dd93dd003048c0801e,478,0
1071422,1071422,377089,836,40.423314,-104.709132,eeb230e2a22411ddb177abb8fc52a663,478,0
1071423,1071423,379702,851,34.044809,-118.250375,377b4cf0d69111ddbca8003048c10834,478,0
1071424,1071424,380680,852,35.550272,140.350502,abdd1a25618244c7ffe6d96e5d9799e6,478,0
1071425,1071425,382031,853,39.877052,-75.241394,06d2fc6aa73d6bd3fd4f6548f4fab804,478,0
1071426,1071426,384131,854,37.785551,-122.396675,7275fefeb53511dd8504003048c10834,478,0
1071427,1071427,386196,875,39.999748,-105.104582,58eff698a72311de9c0c003048c0801e,478,0
1071428,1071428,387264,876,34.065955,-118.216197,ea0423603d4811dea5ce003048c10834,478,0
1071430,1071430,391063,881,39.878664,-104.682105,e12721ce84e911dd8019003048c0801e,478,0
1071433,1071433,395745,900,39.739154,-104.984703,ee8b1d0ea22411ddb074dbd65f1665cf,478,0
1071435,1071435,398636,903,39.743512,-105.017218,16064d9ec2bb7f571abcdfe7a985f2863d9a4dfb,478,0
1071436,1071436,399139,904,39.776611,-105.081426,2a7c2f34aa6f7a105d0ea56b1bdc4db63aa7130a,478,0
1071437,1071437,401930,915,32.783056,-96.806667,ecc6dddca22411dd8b79a363381e07e3,478,0
1071438,1071438,403511,920,45.540396,-122.65204,eed791b6a22411dd8b86db8d7752b1a9,478,0
1071439,1071439,404451,922,33.766962,-118.189235,ee78a232a22411dda80f4b5219a58279,478,0
1071440,1071440,405780,928,33.835849,-118.340629,ee8639c4a22411dd91109fc1aa95c558,478,0
1071441,1071441,408400,959,38.35893,-121.982795,ebbb48d2aa4411debb8d003048c10834,478,0
1071442,1071442,411520,963,40.016906,-105.283187,759a107c82e051bd3018e0a2644e9b0c6444258e,478,0
1071443,1071443,413647,965,35.687231,-105.939209,515d741ca2e911dd92f2003048c0801e,478,0
1071444,1071444,414615,969,39.878664,-104.682105,e12721ce84e911dd8019003048c0801e,478,0
1071445,1071445,416031,970,35.555024,-97.638418,b79b273cb1ef11dd8aec003048c10834,478,0
1071446,1071446,420869,996,38.951705,-92.334072,ebf458c6a22411dd9be737a2b228b3c3,478,0
1071447,1071447,422404,1005,45.528831,-122.675758,84d2d4bf1c7944167ec05958db49345b7226c72a,478,0
1071448,1071448,426132,1067,40.626994,-74.244245,3806ac217fe87f9282d9e353d78c4f17,478,0
1071449,1071449,428232,1068,39.80247,-86.149753,707a52ed5cca5fe5d7729e786eb0c727,478,0
1071450,1071450,429648,1069,36.233679,-89.749527,ebf98954a22411ddb4bfc78e8fe35ebf,478,0
1071451,1071451,431748,1070,37.809263,-122.415414,a8f3e5d9ec3fd3dbe37ffe524d08faf8,478,0
1071452,1071452,433636,1071,33.586808,130.397623,2a3466309cdf11dd990c003048c0801e,478,0
1071453,1071453,435210,1073,35.591719,139.675684,820e8182850b494f51be83ea0be3e950,478,0
1071454,1071454,437557,1075,29.588315,-98.385304,72629899b8b568a5cbdcaaf908b7ffe9,478,0
1071458,1071458,443172,1080,61.498535,8.844238,c3e8bf54212f11dea729003048c0801e,478,0
1071459,1071459,444048,1082,33.468054,-117.676085,9b72c5a9ff04ff0042c2c8175643fa27,478,0
1071460,1071460,446148,1083,39.739154,-104.984703,ee8b1d0ea22411ddb074dbd65f1665cf,478,0
1071462,1071462,449775,1092,39.740643,-104.988786,aa5076f800ef52b2ed0f0b8d88bfc68f7fd6a314,478,0
1071463,1071463,450287,1093,52.090833,5.122222,d5833e90a22411dd911517454dfa5add,478,0
1071464,1071464,451444,1094,48.9,2.3,d993133ea22411dd8903d7290d7db445,478,0
1071465,1071465,452308,1095,40.022225,-105.256577,1a17250826d711de94e2003048c10834,478,0
1071467,1071467,457994,1118,37.394444,-122.078717,96514ea8044211deae69003048c10834,478,1
1071468,1071468,460451,1138,41.701386,-86.178909,c666dfd69f6111dd9b7c003048c10834,478,1
1071469,1071469,460983,1139,39.955049,-105.049756,a0f53384a0be11dd8afa003048c0801e,478,0
1071473,1071473,466463,1143,33.349001,-111.837328,43c32d568f3e11dd85d1003048c0801e,478,0
1071474,1071474,467799,1147,39.99834,-105.2304,d4c060da9fd311dd9797003048c0801e,478,0
1071476,1071476,471252,1156,40.014986,-105.270546,eeb1943ea22411dd8482fba3141f3ee0,478,0
1071477,1071477,472339,1160,40.018851,-105.256226,fb53984c11ec5bb5a74d122d7b9a22cc759117de,478,0
1071479,1071479,474771,1168,40.014986,-105.270546,eeb1943ea22411dd8482fba3141f3ee0,478,0
1071481,1071481,477373,1179,40.016232,-105.284228,e8bda57af8a711ddb5ef003048c10834,478,0
1071483,1071483,482653,1240,41.61404,-71.474,cdc38c0c4ce511de89b3003048c0801e,478,0
1071484,1071484,486766,1285,39.900933,-76.6058,ec674250a22411ddbb4d7f40f2a0ed93,478,1
1071486,1071486,492258,1303,51.857222,-8.299167,d85a9b90a22411ddaee54353f1c073d5,478,0
1071488,1071488,495607,1305,28.648053,-81.230343,eb35b83aa22411ddb9a90770196acf6f,478,0
1071489,1071489,497363,1306,39.953937,-75.167569,78aaf794c2d611dd81c0003048c0801e,478,0
1071490,1071490,498093,1307,21.301449,-157.85065,c1cd004b06b4260f4f7de9bd8e752e3dffe0a003,478,0
1071492,1071492,501927,1318,47.608812,-122.340143,1757b95078c8cde5d99e859151801b49eaa0394f,478,0
1071493,1071493,502651,1319,42.35349,-71.056496,5fa040937735be253e617e1d6c95733193fbf075,478,0
1071494,1071494,507863,1386,40.757584,-73.985642,26ade2ca97b932bfa65fcf33cc36c202a9a9b3a0,478,0
1071498,1071498,512598,1428,38.711958,-121.15742,9971d48d60d11ddb0be003048c10834,478,0
1071500,1071500,515456,1431,41.630827,-93.699661,a0ce36e0a1211de96b8003048c10834,478,1
1071501,1071501,517010,1444,37.712509,-122.213181,09ccf916b17cbd9111b5cbeb31bc6527c1eace93,478,0
1071502,1071502,519110,1445,39.104024,-76.717739,8b2bd2a355b42d67dbfb11f811e53216,478,0
1071503,1071503,519954,1446,36.643027,138.188776,6d5ca8fa608befc1a32eceb804647e80,478,0
1071504,1071504,522054,1447,33.23381,-111.720599,19958dd8c67211dd82c6003048c0801e,478,0
1071508,1071508,526221,1452,42.344151,-71.071286,1a07f2c396a40cd5a98f0a8b3ecb6cc5,478,0
1071509,1071509,527659,1455,60.45,26.233333,a54639eea22411ddba94a78f2bbebe0d,478,0
1071510,1071510,528861,1460,39.01482,-94.659377,f790db5c757b11debeb5003048c10834,478,0
1071511,1071511,530050,1465,62.603478,29.765577,fa34b9202e2f11deacd9003048c0801e,478,0
1071513,1071513,535652,1499,33.349001,-111.837328,43c32d568f3e11dd85d1003048c0801e,478,0
1071514,1071514,536510,1500,39.719757,-104.957633,a5a7c834c91d003b97116e765b2cac88bf0c097b,478,0
1071515,1071515,537581,1502,43.085703,-88.005639,4c34c172a3220748b397006e31eb8bb3,478,0
1071517,1071517,541300,1507,33.420643,-111.970184,d0eaa7e287a811dda19e003048c0801e,478,1
1071519,1071519,542761,1511,30.264942,-97.738978,a307b2ae0edd11debb8f003048c10834,478,0
1071520,1071520,543984,1513,39.316381,-76.616907,abafedd7191d46810445e17dc4f3c8d95caa0d9d,478,0
1071521,1071521,544957,1515,33.310827,-111.742819,129bd32e293311de805b003048c0801e,478,0
1071522,1071522,546985,1520,42.092989,-76.81229,13f7e32ac1b911dd90a6003048c10834,478,0
1071523,1071523,549085,1521,41.099063,-74.161605,d222a10c9b7427d5163e9c4bed468d6c,478,0
1071524,1071524,550924,1523,33.354695,-111.790064,619bc4bac0a711dd9284003048c0801e,478,0
1071526,1071526,552995,1528,40.014986,-105.270546,eeb1943ea22411dd8482fba3141f3ee0,478,0
1071527,1071527,554504,1531,33.426973,-117.611992,ee81e39ca22411dd87f8dbfdf470cb4a,478,0
1071529,1071529,560049,1559,40.776488,-73.467345,ede3ec3ca22411ddbe371346e6abfb10,478,0
1071531,1071531,563846,1573,33.118682,-96.750665,4e2a0deb525959e7ed306212cce392499c8a43b5,478,0
1071533,1071533,571657,1700,39.553877,-104.969426,ee8c7348a22411dd9ef31fba6043b1a6,478,0
1071534,1071534,572311,1701,38.919148,-77.036297,3c6ecc18a7a311dda837003048c0801e,478,0
1071535,1071535,574531,1703,37.438847,-122.161021,f674f664a09111dd9950003048c0801e,478,0
1071536,1071536,576567,1714,39.85811,-104.694028,738bf013dae11c72295641fee65fb168904cc494,478,0
1071537,1071537,577929,1720,39.704987,-104.93359,ee8bf79ca22411dd881e43446f5eb9ce,478,0
1071538,1071538,580484,1769,36.132157,-86.795849,567ff243c8d62c384c63a8e3b4813b270de075df,478,0
1071539,1071539,582489,1770,47.643549,-122.128597,41a837641b7f11de8d86003048c10834,478,0
1071540,1071540,584589,1771,47.018693,-122.898663,4d4d92078e74d4cadd3631b2e6b0669d,478,0
1071543,1071543,590056,1776,34.052234,-118.243685,ee78cc1ca22411dd9b3d576115a846a7,478,0
1071544,1071544,592878,1791,34.024451,-118.492219,bad9107ea17511ddb78b003048c0801e,478,0
1071545,1071545,594320,1794,39.730745,-104.99861,6735f14891c211dd9727003048c0801e,478,0
1071546,1071546,595059,1795,36.19412,-75.760947,25ffac940345b5c058587870316119c9ac242087,478,0
1071548,1071548,600297,1854,38.347573,-76.516605,8074a7507b0311dea5d3003048c10834,478,0
1071549,1071549,601306,1859,39.002804,-76.80645,cf0cb872d57374634ea85eacc0e87ffa,478,0
1071550,1071550,603406,1860,35.632747,139.577531,7e7885e8004a55f901357c46933dec96,478,0
1071551,1071551,604441,1861,33.449221,-111.995283,41529c414e611de8e34003048c0801e,478,0
1071552,1071552,605943,1863,45.539286,-122.387313,eedc5a66a22411dd9bb6037533b97f90,478,0
1071553,1071553,608043,1864,34.04755,-118.253418,432b1319d547904fa2a33fa39eac7319,478,0
1071554,1071554,610143,1865,39.085707,-77.189997,4387513813f00b4872398500ae66c997c358ca5f,478,0
1071555,1071555,612243,1866,53.513182,-2.708405,6be60dc8c97511ddb8f0003048c10834,478,0
1071558,1071558,617176,1870,43.089179,-87.887585,ee55aee4a22411ddb30d37f63d951b21,478,1
1071559,1071559,618241,1872,38.969555,-77.386098,ecfed1eca22411dd88a393045d53930b,478,0
1071562,1071562,624082,1876,35.661514,139.724571,3e2fdc66a11911de98ef003048c0801e,478,0
1071563,1071563,625034,1877,37.924554,139.0478,ad1e1197aee715cba939c47e3d4787c6,478,0
1071569,1071569,635267,1885,42.926112,-89.384563,ee529f9ca22411dd955557007474f441,478,0
1071571,1071571,638013,1887,33.995436,-118.399869,89d79a520700d1cce8a6d6c0873ae93de21ffcc0,478,0
1071572,1071572,640113,1888,51.554511,-0.16521,d79e75f2d67511dd9d24003048c10834,478,0
1071574,1071574,641775,1890,37.783743,-122.402127,d2ecffd5c32390644d68976e15045aeb4aaf1b04,478,0
1071575,1071575,643875,1891,34.100832,-118.283353,aebacae9bb57b1f210695d6acf2943fdbde93b65,478,0
1071576,1071576,645975,1892,42.899465,-86.199769,ed96d38ea22411ddadedc31b30c2ec8e,478,0
1071577,1071577,647534,1895,47.606209,-122.332071,eefadd1aa22411ddb0fd7f1c9c809c0c,478,1
1071579,1071579,650656,1898,47.606209,-122.332071,eefadd1aa22411ddb0fd7f1c9c809c0c,478,0
1071582,1071582,654995,1904,39.758186,-104.968886,683afc6c4f5d82fe36f73f35ef53a8616539867c,478,0
1071583,1071583,655705,1906,35.726455,139.147618,b2821c7ac0f311dda21e003048c10834,478,0
1071584,1071584,656340,1907,41.886464,-88.018577,4931c6447aa211de84f3003048c10834,478,0
1071587,1071587,660351,1911,39.824281,-74.997667,ec3c6ff8a22411dd80f1c70631b0e6a1,478,0
1071588,1071588,661029,1912,19.729722,-155.09,ef04f41ca22411ddbb36d7545c63c521,478,0
1071589,1071589,663129,1913,38.810841,-94.927187,eb7d48bca22411ddae694ba92586c968,478,0
1071590,1071590,664247,1914,40.416502,-3.702564,dbfe78aca22411dd93ca67339a15e48b,478,0
1071591,1071591,665732,1915,39.948367,-75.16622,30a9c7bfa6d4d7ca6fd3ef8ec17e5f9678c6d59d,478,0
1071592,1071592,666758,1917,33.666086,-117.673214,12b774fcba3226bf75ac4905bd1758287c4f6eb6,478,0
1071593,1071593,667872,1918,38.752486,-121.251775,8b0f540302712753a161b03df6dd5846821820ac,478,0
1071594,1071594,668665,1921,36.847367,-76.291811,c49fd6f4b7e311ddb82f003048c10834,478,0
1071596,1071596,671040,1924,39.625316,-104.893395,dc7dea65eb0c0f14eecf3d81f3ec62adc19fd9a8,478,0
1071597,1071597,671757,1925,35.772096,-78.638615,ec308a94a22411dda23b031f2d70f3a9,478,0
1071598,1071598,673687,1933,33.7709,-84.348865,4a05e732a1fc11dda2ab003048c0801e,478,0
1071600,1071600,675774,1936,63.434349,10.400176,f511b8ca171f11debfa0003048c0801e,478,0
1071602,1071602,678078,1940,38.974099,-94.710676,40acc478996c11ddbef2003048c10834,478,0
1071604,1071604,680625,1946,56.007282,-4.736094,5a8f956ddd111dd8e3f003048c10834,478,0
1071606,1071606,684526,1954,45.638934,-122.624639,62a73a525c8211de8c38003048c10834,478,0
1071607,1071607,686002,1955,41.584695,-93.681676,8453e85a8cfcaa785f529e036677b6a09b1df70a,478,0
1071608,1071608,687166,1958,39.283779,-84.364756,7b71c008f16011dd8b6a003048c10834,478,0
1071609,1071609,690585,1968,47.569728,-122.290648,ab8b3529d7553b7e7f8c490a734099e668bdaf25,478,0
1071610,1071610,692173,1970,40.860922,-81.429725,707101048a9511dea568003048c0801e,478,1
1071611,1071611,694273,1971,52.385124,4.635917,aa2fe1b89b8e11ddb756003048c10834,478,0
1071612,1071612,696915,1974,47.663471,-122.314215,b3be915edf8411dda235003048c10834,478,0
1071613,1071613,699387,1984,41.995612,-87.660557,a38c681eb1ea11dd981a003048c0801e,478,0
